location_name,date,location_id,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed
Guatemala,2020-06-10,128,19.3057391028059,19.3057391028059,19.3057391028059
Guatemala,2020-06-11,128,19.725017953885,19.725017953885,19.725017953885
Guatemala,2020-06-11,128,19.725017953885,19.725017953885,19.725017953885
Guatemala,2020-06-12,128,20.110325628881,20.110325628881,20.110325628881
Guatemala,2020-06-12,128,20.110325628881,20.110325628881,20.110325628881
Guatemala,2020-06-13,128,20.4742903340071,20.4742903340071,20.4742903340071
Guatemala,2020-06-13,128,20.4742903340071,20.4742903340071,20.4742903340071
Guatemala,2020-06-14,128,20.8297297078289,20.8297297078289,20.8297297078289
Guatemala,2020-06-14,128,20.8297297078289,20.8297297078289,20.8297297078289
Guatemala,2020-06-15,128,21.188475021876,21.188475021876,21.188475021876
Guatemala,2020-06-15,128,21.188475021876,21.188475021876,21.188475021876
Guatemala,2020-06-16,128,21.56138727265,21.56138727265,21.56138727265
Guatemala,2020-06-16,128,21.56138727265,21.56138727265,21.56138727265
Guatemala,2020-06-17,128,21.9574424895001,21.9574424895001,21.9574424895001
Guatemala,2020-06-17,128,21.9574424895001,21.9574424895001,21.9574424895001
Guatemala,2020-06-18,128,22.3835921831599,22.3835921831599,22.3835921831599
Guatemala,2020-06-18,128,22.3835921831599,22.3835921831599,22.3835921831599
Guatemala,2020-06-19,128,22.845499951577,22.845499951577,22.845499951577
Guatemala,2020-06-19,128,22.845499951577,22.845499951577,22.845499951577
Guatemala,2020-06-20,128,23.348436590857,23.348436590857,23.348436590857
Guatemala,2020-06-20,128,23.348436590857,23.348436590857,23.348436590857
Guatemala,2020-06-21,128,23.897012546933,23.897012546933,23.897012546933
Guatemala,2020-06-21,128,23.897012546933,23.897012546933,23.897012546933
Guatemala,2020-06-22,128,24.494040968337,24.494040968337,24.494040968337
Guatemala,2020-06-22,128,24.494040968337,24.494040968337,24.494040968337
Guatemala,2020-06-23,128,25.1397144487181,25.1397144487181,25.1397144487181
Guatemala,2020-06-23,128,25.1397144487181,25.1397144487181,25.1397144487181
